patent_id	title	claim	abstract	class
7361783	(2S)-2-ethylphenylpropionic acid derivative	1. A (2S)-2-Ethylphenylpropanoic acid compound represented by general formula (1-b):wherein  R1 denotes a halogen atom or trifluoromethyl group,    R2 denotes a hydrogen atom, halogen atom or trifluoromethyl group, and    when R2 denotes a hydrogen atom, R3 denotes a halogen atom or trifluoromethyl group and,    when R2 denotes a halogen atom or trifluoromethyl group, R3 denotes a hydrogen atom, halogen atom or trifluoromethyl group; or a salt thereof.	The invention provides novel (2S)-2-ethylphenylpropanoic acid derivatives that bind to the receptor as ligands of human peroxisome proliferator-activated receptor (PPAR) α to activate and exhibit lipid-lowering effect, inhibitory effect on the arteriosclerosis, antiobesity effect, blood glucose-lowering effect, etc., their addition salts, and their medicinal compositions.(2S)-2-Ethylphenylpropanoic acid derivatives represented by a general formula (1)	abc
7368433	Peptides and methods for the control of obesity	1. A peptide derivative having the formula: X  1 -Z-Q-arg-trp-NH  2 wherein: X  1 is acetyl, Z is amino-2-naphthyl-carboxylic acid or histidine, Q is p-iodo-(D)phenylalanine; or a pharmacologically acceptable salt or complex thereof, said peptide derivative having melanocortin-4 receptor agonist activity.	The subject invention provides novel peptides for use in treating mammals to control appetite and obesity. Disclosed is a peptide derivative having the formula:  1 -Z-Q-arg-trp-NH  2   1 is an acyl group, Z is amino-2-naphthyl-carboxylic acid or histidine, Q is (D)phenylalanine or p-iodo-(D)phenylalanine, or a pharmacologically acceptable salt, complex or derivative thereof, the peptide derivative having melanocortin-4 receptor agonist activity.	aab
7371759	HMG-CoA reductase inhibitors and method	1. A compound of the formulawherein X is N;  R  1 and R  2 are the same or different and are independently selected from H, alkyl, alkoxyalkyl, arylalkyl, cycloalkyl, alkenyl, cycloalkenyl, aryl, heteroaryl or cycloheteroalkyl;    R  3 is aryl, heteroaryl, cycloalkyl or cycloheteroalkyl;    R  4 is H, alkyl, cycloalkyl, haloalkyl, alkoxyalkyl, alkylthioalkyl, alkylsulfonyl, arylsulfonyl, alkoxycarbonyl, aryloxycarbonyl, heteroaryloxycarbonyl, alkylaminocarbonyl, arylaminocarbonyl, alkylthiocarbonyl, heteroarylaminocarbonyl, alkylaminosulfonyl, alkylcarbonyl, arylcarbonyl, heteroarylcarbonyl or heteroarylsulfonyl;    R  6 is H, or lower alkyl, a metal salt, methylamine salt, ammonium salt or dicyclohexylamine salt;    R  7 is H or lower alkyl;    andrepresents a single bond or a double bond (which may be cis or trans);    or a pharmaceutically acceptable salt thereof where R  6 is H and all stereoisomers thereof.	Compounds are provided having the following structure which are HMG CoA reductase inhibitors and thus are active in inhibiting cholesterol biosynthesis, modulating blood serum lipids, for example, lowering LDL cholesterol and/or increasing HDL cholesterol, and treating hyperlipidemia, dyslipidemia, hormone replacement therapy, hypercholsterolemia, hypertriglyceridemia and atherosclerosis as well as Alzheimer's disease and osteoporosis  5 ;  1 to R  7 are as defined herein.A method for treating the above diseases employing the above compounds is also provided.	abb
7407674	Lipolysis promoter and food-and-drink and feed containing the same	1. A lipolysis promoter blend comprising a lipolysis promoter active ingredient comprising a dried powdered product and/or plant extract of the genus  Iresine of the family Amaranthaceae and the species  weberbaueri , and an inactive ingredient.	A naturally-derived lipolysis promoter with high safety, which may promote the degradation of the accumulated adipose tissue to control, prevent, and ameliorate obesity to a satisfactory extent, and food-and-drink and feed containing the same containing at least one or more kinds of plants selected from the group consisting of plants of the genus  Iresine of the family Amaranthaceae,  Tipuana tipu, Bocconia pearcei, Argemone mexicana , and  Ladenbergia magnifolia as active ingredients, and food-and-drink and feed containing the same	abc
7407954	Thieno-(1,3)-oxazin-4-ones with lipase inhibiting activity	1. A compound of formula (Ia)or a pharmaceutically acceptable salt or ester thereof;  wherein A is a thiophenyl moiety that is optionally substituted with one or more of alkyl, aryl, halo, alkoxy, haloalkyl, aryloxy, amino, heteroaryl, or arylalkyl;    Y is O, S or NR  2 , wherein R  2 is hydrogen or an alkyl group having 1 to 6 carbon atoms;    and R  1 is    an unbranched alkyl group having from 6 to 25 carbon atoms, a branched alkyl group having from 6 to 25 carbon atoms, an arylalkyl group wherein the alkyl moiety has from 4 to 12 carbon atoms;    or    a phenyl group substituted with one or more optionally substituted phenyloxy, phenylthio, SO-phenyl, SO  2 -phenyl, alkylphenyl, CO-phenyl, CO  2 -phenyl, CONR  16 -phenyl, NR  16 CO-phenyl or NR  16 -phenyl groups, wherein R  16 is hydrogen or an alkyl group having from 1 to 4 carbon atoms, and wherein the phenyloxy, phenylthio, SO-phenyl, SO  2 -phenyl, alkylphenyl, CO-phenyl, CO  2 -phenyl, CONR  16 -phenyl, NR  16 CO-phenyl or NR  16 -phenyl groups are optionally substituted with one or more of halo, cyano, nitro, alkyl, alkylhalo, alkoxy, aryl, alkylaryl, aryloxy, amino, hydroxy or heteroaryl;    or    a phenyl group substituted with one or more of halo, NR  6 R  7 , OR  6 , SR  6 , COR  6 , CO  2 R  6 , nitro, cyano, aryl, hetereoaryl, alkyl aryl, alkyl, haloalkyl or alkoxy with the proviso that said compound is not 5-methyl-2-(4-methoxyphenyl)amino-4H-thieno[2,3-d][1,3]oxazin-4-one, 6-pentyl-2-(4-chlorophenyl)amino-4H-thieno[2,3-d][1,3]oxazin-4-one or 6-pentyl-2-(4-methoxyphenyl)amino-4H-thieno[2,3-d][1,3]oxazin-4-one.	The use of a compound comprising formula (I), or a salt, ester, amide or prodrug thereof in the treatment of obesity and related disorders. The invention also relates to novel compounds within formula (I), to processes for preparing them and pharmaceutical compositions containing them. In formula (I): A is an optionally substituted thienyl moiety, Y is O, S, or NR  2 , R  1 is a branched or unbranched alkyl (optionally interrupted by one or more oxygen atoms), alkenyl, alkynyl, cycloalkyl, cycloalkenyl, aryl, arylalkyl, reduced arylalkyl, arylalkenyl, heteroaryl, heteroarylalkyl, heteroarylalkenyl, reduced aryl, reduced heteroaryl, reduced heteroarylalkyl or a substituted derivative of any of the foregoing groups and R  2 is hydrogen or a group as defined for R  1 .	aba
7423156	Preparation and use of aryl alkyl acid derivatives for the treatment of obesity	1. A compound of Formula (I)wherein  Q is O or S;    A is a linker selected from    &#x2003;wherein p is 1 or 2 and    &#x2003;wherein m is 0 and n is 1, 2, 3, or 4, or    &#x2003;m is 1 and n is 1, 2, or 3, and    wherein said linker is optionally substituted by one or two R  8 groups;    R  1 and R  2 are independently selected from hydrogen, halo, (C  1 -C  6 )alkyl, and (C  1 -C  6 )alkoxy;    R  3 is selected from hydrogen,  (C  1 -C  6 )alkyl optionally substituted by hydroxy, and    phenyl optionally substituted with (C  1 -C  6 )alkyl, (C  1 -C  6 )alkoxy, or halo;      R  4 is selected from hydrogen, nitro, and (C  1 -C  6 )alkyl; or    R  3 and R  4 may, when taken together with the carbon atoms to which they are attached, form a benzene ring optionally substituted with up to two substituents selected from halo, (C  1 -C  6 )alkyl, (C  1 -C  6 )alkoxy, nitro, cyano, (C  1 -C  6 )haloalkyl, (C  1 -C  6 )haloalkoxy, aminocarbonyl, (C  1 -C  6 )alkylaminocarbonyl, bis[(C  1 -C  6 )alkyl]aminocarbonyl, aminosulfonyl, (C  1 -C  6 )alkylaminosulfonyl, bis[(C  1 -C  6 )alkyl]aminosulfonyl, (C  1 -C  6 )alkylcarbonylamino, (C  1 -C  6 )alkylsulfonylamino, and hydroxy-(C  2 -C  6 )alkylaminocarbonyl, and    when two of said benzene ring substituents are (C  1 -C  6 )alkyl and are attached to adjacent carbon atoms of the benzene ring, they may be joined together to form a 5-7-membered carbocyclic ring;    R  6 is hydrogen;    R  7 is hydrogen or  (C  1 -C  6 )alkyl optionally substituted with (C  1 -C  6 )alkoxy, bis[(C  1 -C  3 )alkyl]amino or    phenyl optionally substituted with halo, (C  1 -C  6 )alkyl, (C  1 -C  6 )alkoxy, or cyano; or      R  6 and R  7 are both (C  1 -C  6 )alkyl; or    R  6 and R  7 may form, together with the carbon atom to which they are attached, a 3- to 5-membered carbocyclic ring,    R  8 is (C  1 -C  6 )alkyl;    or a pharmaceutically acceptable salts or ester thereof.	This invention relates to certain aryl alkyl acid compounds, compositions, and methods for treating or preventing obesity and related diseases.	abb
7476746	PPAR active compounds	1. A compound having the formulaor a pharmaceutically acceptable salt thereof,  wherein:  R  4 is fluoro, chloro, lower alkyl, or lower alkoxy;    R  24 is H or optionally substituted C  2-6 alkoxy; and    R  25 is H or optionally substituted C  2-6 alkoxy.	Compounds are described that are active on PPARs, including pan-active compounds. Also described are methods for developing or identifying compounds having a desired selectivity profile.	abd
7482358	Imidazoline compounds	1. A compound represented by the general formula (I):  wherein Ar  1 represents pyridyl which may be substituted, the substituent being selected from the group consisting of halogen atom, lower alkyl, halo(lower)alkyl, hydroxy(lower)alkyl, lower alkoxy, halo(lower)alkoxy and lower alkanoyl;    Ar  2 represents pyridyl which may be substituted, the substituent being selected from the group consisting of cyano, halogen atom, nitro, lower alkyl, halo(lower)alkyl, hydroxy, lower alkoxy, halo(lower)alkoxy, formyl, lower alkanoyl, lower alkoxycarbonyl and lower alkysulfonyl;    Ar  3 represents phenyl, naphthyl, thienyl, pyridyl, quinolyl or 1,5-naphthyridinyl which may be substituted, the substituent being selected from the group consisting of halogen atom, lower alkyl, hydroxy(lower)alkyl, lower alkenyl, di-lower alkylamino, lower alkoxy, halo(lower)alkoxy, lower alkanoyl and aryl;    R  1 represents a group represented by the formula of &#x2014;Ar  3 ;    R  2 and R  3 represent independently hydrogen atom, cyclo(lower)alkyl, lower alkenyl or lower alkyl which may be substituted, the substituent being selected from the group consisting of halogen atom, lower alkylamino, di-lower alkylamino, lower alkanoylamino, hydroxy, lower alkoxy, formyl, lower alkoxycarbonyl, lower alkylcarbamoyl and di-lower alkylcarbamoyl;    a salt or ester thereof.	Compounds represented by the general formula (I):  1 and Ar  2 are each aryl or heteroaryl; R  1 is lower cycloalkyl, &#x2014;Ar  3 , or a group of the general formula (a), (b) or (c):  2 and R  3 are each hydrogen, lower cycloalkyl, lower alkenyl, or optionally substituted lower alkyl (with the proviso that when R  2 and R  3 are simultaneously hydrogen, Ar  1 , Ar  2 and R  1 do not simultaneously represent unsubstituted phenyl). The compounds are useful as treating agents for various NPY-related diseases, for example, circulatory diseases including hypertension, kidney diseases, cardiac diseases, vasospasm and arteriosclerosis; central nervous system diseases including hyperphagia, depression, anxiety, convulsion, epilepsy, dementia, pain, alcohol dependence, and withdrawal symptoms due to abstinence from drugs; metabolic diseases including obesity, diabetes, hormonal disorders, hypercholesterolemia, and hyperlipidemia; sexual dysfunction and reproductive function disorders; digestive diseases including enterokinetic disorders; respiratory diseases; inflammation; or glaucoma.	aab
7491831	PPAR active compounds	1. A compound having the formulaor a pharmaceutically acceptable salt thereof,  wherein:  R  4 is lower alkoxy;    R  24 is H or optionally substituted methoxy; and    R  25 is H or optionally substituted methoxy, provided, however, that R  24 and R  25 are not both H.	Compounds are described that are active on PPARs, including pan-active compounds. Also described are methods for developing or identifying compounds having a desired selectivity profile.	abd
7495020	2-aryloxy-2-arylalkanoic acids for diabetes and lipid disorders	1. A compound having the formula I:including pharmaceutically acceptable salts thereof, wherein  R  1 and R  2 are independently selected from C  1-6 alkyl, where alkyl is linear or branched and is optionally substituted with 1-3F, with the proviso that R  1 and R  2 are not both CH  3 , and further provided that if R  1 or R  2 is propyl and R3 is acetyl, then the other of R1 and R  2 is not methyl;    R  3 is selected from the group consisting of &#x2014;C(O)C  1 -C  6 alkyl, &#x2014;C(O)Aryl, and &#x2014;C(O)C  3 -C  12 Alicyclic, wherein alkyl in all occurrences may be linear or branched and is optionally substituted with one or more substituents selected from (a) 1-5 Cl and/or F atoms and/or (b) one Aryl or Heteroaryl; wherein Aryl and Heteroaryl are optionally substituted with 1-3 substituents independently selected from the group consisting of Cl, F, Br, linear or branched C  1 -C  5 alkyl optionally substituted with 1-5 halogens, Aryl optionally substituted with 1-5 halogens, and linear or branched &#x2014;OC  1 -C  5 alkyl optionally substituted with 1-5 halogens;    R  4 is selected from the group consisting of H, &#x2014;OH, &#x2014;OC  1 -C  6 -alkyl, &#x2014;OHeterocycle, &#x2014;OHeteroaryl, and halogen, wherein &#x2014;Oalkyl may be linear or branched and is optionally substituted with 1-3 halogens independently selected from F and Cl, and wherein Heterocycle and Heteroaryl are optionally substituted with 1-3 substituents independently selected from Cl, F, Br, C  1 -C  5 alkyl and &#x2014;OC  1 -C  5 alkyl, where C  1 -C  5 alkyl and &#x2014;OC  1 -C  5 alkyl may be linear or branched and optionally may be substituted with 1-5 halogens independently selected from Cl and F;    R  5 is H or Halogen;    R  6 is selected from the group consisting of H, halogen, CH  3 and CF  3 ;    Each R  7 is independently selected from the group consisting of halogen, C  3 -C  12 Alicyclic, C  1 -C  6 alkyl, C  1 -C  6 alkoxy, &#x2014;SC  1-6 alkyl, &#x2014;OAryl, C  2 -C  6 alkenyl, C  2 -C  6 alkynyl, &#x2014;CN, &#x2014;C(O)OC  1 -C  3 alkyl, and &#x2014;C(O)C  1 -C  3 alkyl, wherein each alkyl, alkenyl, alkoxy and alkynyl and each alkyl portion of a substituent is linear or branched and is optionally substituted with 1-5 halogen atoms and/or 1 substituent selected form Aryl and Heteroaryl, and each Aryl and Heteroaryl is optionally substituted with 1-3 groups independently selected from halogen, CH  3 , CF  3 , &#x2014;OCH  3 and &#x2014;OCF  3 ;    Each R  8 is independently selected from the group consisting of (a) &#x2014;OC  1 -C  5 alkyl, which may be linear or branched and is optionally substituted with 1-3 F; (b) C  1 -C  9 alkyl, which may be linear or branched and is optionally substituted with one Aryl, 1-5 halogens independently selected from Cl and F, and/or one &#x2014;COOH; (c) Aryl; and (d) Heteroaryl; wherein Aryl and Heteroaryl are optionally substituted with 1-3 substituents independently selected from the group consisting of Cl, F, C  1 -C  5 alkyl, and &#x2014;OC  1 -C  5 alkyl, wherein each alkyl and each &#x2014;OC  1 -C  5 alkyl may be linear or branched, and is optionally substituted with 1-3 substituents independently selected from halogen &#x2014;OCH  3 , and &#x2014;OCF  3 ;    Aryl is an aromatic carbocyclic mono- or bicyclic ring system containing 6-10 atoms in the ring or rings;    Heteroaryl is a mono- or bicyclic aromatic ring system containing 4-11 atoms in the ring or rings, wherein at least one atom in the ring or rings is a heteroatom selected from N, O and S;    Heterocycle is a fully or partially saturated monocyclic or bicyclic ring system having 4-11 atoms in the ring or rings and at least one heteroatom selected from O, N, and S in the ring or rings;    Alicyclic is a substituent group that has one C  3 -C  6 cycloalkyl and one or more alkyl groups which may be linear or branched attached to the cycloalkyl group, wherein the point of attachment may be through the cycloalkyl or through an alkyl group;    Ar  1 is phenyl, which is optionally substituted with Aryl, pyridyl or 1-3 groups independently selected from R  7 ;    X is O or S; and    Z is selected from the group consisting of &#x2014;COOH, tetrazole, and &#x2014;C(O)NHS(O)  2 R  8 .	A class of 2-aryloxy-2-arylalkanoic acids comprises compounds that are potent agonists of PPAR alpha and/or gamma, and are therefore useful in the treatment, control or prevention of non-insulin dependent diabetes mellitus (NIDDM), hyperglycemia, dyslipidemia, hyperlipidemia, hypercholesterolemia, hypertriglyceridemia, atherosclerosis, obesity, vascular restenosis, inflammation, and other PPAR alpha and/or gamma mediated diseases, disorders and conditions.	abd
7538137	1-O-&#x3b2;-D-glucopyranosylgeraniol-10,5-olide and use thereof	1. An isolated compound according to formula (1)	A novel natural compound having various therapeutically effects is provided. The compound is obtainable from  Sibiraea leaves by aqueous extraction and is represented by a formula (1) as follows.	abd
7553502	Formulations of alpha-amylase inhibitors with alpha-glucosidase inhibitors useful in the treatment of diabetes and obesity	1. A formulation consisting of (i)  Phaseolus vulgaris extracts containing pharmacologically active quantities of &#x3b1;-amylase inhibitors and (ii)  Salacia oblonga or  Salacia reticulata extracts containing pharmacologically active quantities of &#x3b1;-glucosidase inhibitors.	This invention relates to the combination of &#x3b1;-amylase inhibitors prepared from  Phaseolus vulgaris with &#x3b1;-glucosidase inhibitors obtained from  Salacia oblonga and other species. The &#x3b1;-amylase inhibitor is accompanied by a quantity of lectins that reduces the amount of glucose originating from the starches present in the diet, and considerably reduces the appetite after repeated administration. The combination with &#x3b1;-glucosidase inhibitors, such as extracts of  Salacia or the thiosugars present in it, further reduce the blood glucose, acting synergically, and consequently reduce the synthesis of fats from carbohydrates.	aaa
7557143	Thyroid receptor ligands	1. A compound of the following formula  wherein    R1 is    R2 and R3 are the same or different and are bromine, chlorine or methyl;    R4 is  and n is 1 or 2;  One of R  5 and R  6 is hydrogen and the other is alkyl or aralkyl;    R  7 is aryl, alkyl, or aralkyl;    R  8 is aryl or cycloalkyl;    R  10 is hydrogen;    One of R  11 and R  12 is hydrogen and the other is either hydrogen or methyl;    R  13 is carboxyl;    R  17 and R  18 are hydrogen; and    X is oxygen (&#x2014;O&#x2014;), sulfur (&#x2014;S&#x2014;) or methylene (&#x2014;CH  2 &#x2014;).	Thyroid receptor ligands are provided which have the general formula I        R1 is            R2 and R3 are the same or different and are hydrogen, halogen, alkyl of 1 to 4 carbons or cycloalkyl of 3 to 5 carbons, provided that at least one of R2 and R3 is other than hydrogen;   R4 is            R5 and R6 are the same or different and are selected from hydrogen, aryl, heteroaryl, alkyl, cycloalkyl, aralkyl or heteroaralkyl.   R7 is aryl, heteroaryl, alkyl, aralkyl, or heteroaralkyl;   R8 is aryl, heteroaryl, or cycloalkyl;   R9 is R7 or hydrogen;   R10 is hydrogen, halogen, cyano or alkyl;   R11 and R12 are each independently selected from the group consisting of hydrogen, halogen, alkoxy, hydroxy (&#x2014;OH) cyano, and alkyl;   R13 is carboxylic acid (COOH) or esters thereof, phosphonic and phosphinic acid or esters thereof, sulfonic acid, tetrazole, hydroxamic acid, thiazolidinedione, acylsulfonamide, or other carboxylic acid surrogates known in the art;   R14 and R15 may be the same or different and are selected from hydrogen and alkyl, or R14 and R15 may be joined together forming a chain of 2 to 5 methylene groups [&#x2014;(CH2)m-, m=2, 3, 4 or 5], thus forming 3- to 6-membered cycloalkyl rings;   R16 is hydrogen or alkyl of 1 to 4 carbons;   R17 and R18 are the same or different and selected from hydrogen, halogen and alkyl;   n is 0 or an integer from 1 to 4;   X is oxygen (&#x2014;O&#x2014;), sulfur (&#x2014;S&#x2014;), sulfonyl (&#x2014;SO  2 &#x2014;), sulfenyl (&#x2014;SO&#x2014;) selenium (&#x2014;Se&#x2014;), carbonyl (&#x2014;CO&#x2014;), amino (&#x2014;NH&#x2014;) or methylene (&#x2014;CH2-); wherein the substituents are as described herein.    In addition, a method is provided for preventing, inhibiting or treating diseases or disorders associated with metabolism dysfunction or which are dependent upon the expression of a T  3 regulated gene, wherein a compound as described above is administered in a therapeutically effective amount.	abc
7572806	PPAR active compounds	1. A method for treating a patient suffering from or at risk of a disease or condition for which PPAR modulation provides a therapeutic benefit, comprising  administering to said patient a PPAR modulator having the chemical structure of Formula I, namely  wherein  U, V, W, X, and Y are independently CR  8 ;    R  1 is a carboxyl group or ester thereof or a carboxylic acid isostere;    R  2 is —CH  2 —(optionally substituted phenyl);    R  6 and R  7 are independently hydrogen, optionally substituted lower alkyl, optionally substituted cycloalkyl, optionally substituted heterocycloalkyl, optionally substituted aryl, optionally substituted aralkyl, optionally substituted heteroaryl, or optionally substituted heteroaralkyl, or R  6 and R  7 combine to form a mono-carbocyclic or mono-heterocyclic 5- or 6-membered ring system;    R  8 is hydrogen, halo, optionally substituted lower alkyl, —CH  2 —CR  12 &#x2550;CR  13 R  14 , optionally substituted cycloalkyl, optionally substituted monofluoroalkyl, optionally substituted difluoroalkyl, optionally substituted trifluoroalkyl, trifluoromethyl, —CH  2 —C≡CR  15 , optionally substituted heterocycloalkyl, optionally substituted aryl, optionally substituted aralkyl, optionally substituted heteroaryl, optionally substituted heteroaralkyl, —OR  9 , —SR  9 , —NR  10 R  11 , —C(Z)NR  10 R  11 , —C(Z)R  20 , —S(O)  2 NR  10 R  11 , or —S(O)  2 R  21 ;    R  9 is optionally substituted lower alkyl, optionally substituted cycloalkyl, optionally substituted heterocycloalkyl, optionally substituted aryl, optionally substituted aralkyl, optionally substituted heteroaryl, or optionally substituted heteroaralkyl;    R  10 and R  11 are independently hydrogen, optionally substituted lower alkyl, optionally substituted cycloalkyl, optionally substituted heterocycloalkyl, optionally substituted aryl, optionally substituted aralkyl, optionally substituted heteroaryl, or optionally substituted heteroaralkyl, or R  10 and R  11 combine to form a mono-carbocyclic or mono-heterocyclic 5- or 6-membered ring system;    R  12 , R  13 , R  14 , and R  15 are independently optionally substituted lower alkyl, optionally substituted cycloalkyl, optionally substituted heterocycloalkyl, optionally substituted aryl, optionally substituted aralkyl, optionally substituted heteroaryl, or optionally substituted heteroaralkyl;    R  20 is optionally substituted monofluoroalkyl, trifluoromethyl, optionally substituted difluoroalkyl, —CH  2 —CR  12 &#x2550;CR  13 R  14 , —CH  2 —C≡CR  15 , optionally substituted lower alkyl, optionally substituted cycloalkyl, optionally substituted heterocycloalkyl, optionally substituted aryl, optionally substituted aralkyl, optionally substituted heteroaryl, or optionally substituted heteroaralkyl;    R  21 is optionally substituted lower alkoxy, —CH  2 —CR  12 &#x2550;CR  13 R  14 , —CH  2 —C≡CR  15 , optionally substituted cycloalkyl, optionally substituted heterocycloalkyl, optionally substituted aryl, optionally substituted aralkyl, optionally substituted heteroaryl, or optionally substituted heteroaralkyl;    Z is O or S; and    n=1, or 2;    or pharmaceutically acceptable salt thereof,    wherein said disease or condition is selected from the group consisting of obesity, hyperlipidemia, dyslipidemia, hypertriglyceridemia, hypoalphalipoproteinemia, Syndrome X, Type II diabetes mellitus, Type I diabetes, hyperinsulinemia, impaired glucose tolerance, insulin resistance, diabetic neuropathy, diabetic nephropathy, diabetic retinopathy, diabetic cataracts, hypertension, coronary artery disease, heart failure, atherosclerosis, eczema, psoriasis, colitis, and regulation of appetite and food intake.	Compounds are described that are active on PPARs, including pan-active compounds. Also described are methods for developing or identifying compounds having a desired selectivity profile.	abd
7579027	Composition for treating obesity comprising extract from white kidney beans, red kidney beans, and green tea leaves	1. A composition comprising  an extract from white kidney beans;    an extract from red kidney beans; and    an extract from green tea,    wherein the weight ratio of white kidney bean extract to red kidney bean extract to green tea extract is about 200:50:100.	The present invention is for composition containing extract of Northern White Kidney Bean (  Phaseolus vulgaris ), extract of Red Kidney Bean (  Phaseolus vulgaris ) and extract of Green Tea (  Camellia Sinensis ). This invention as a supplemental compound, aids in weight reduction both in overweight and obese individuals. This invention helps normal weight subjects in improving their quality of life by maintaining their normal weight. Included is also folic acid, (B  6 ) and B  12 and the whole supplement is bound by a vegetable matrix. The present invention is directed to methods for inducing weight loss by inhibit the absorption of dietary lipids and starch, increase the metabolic rate and decrease the amino acid homocysteine in the blood, an amino acid known to cause risk of heart disease, by administering a composition of the invention. Due to the content of the green tea extract this invention is also meant to reduce and prevent occurrence of gastrointestinal cancer and cancer of the prostate.	abd
