patent_id	title	claim	abstract	class
7101484	Sr-90/Y-90 radionuclide generator for production of high-quality Y-90 solution	1. A process for separating radioactive isotope yttrium-90 from a stock solution containing radioactive strontium-90, , the stock solution having colloidal and suspended radioactive and chemical impurities, the process comprising:  a. adjusting said stock solution composition by adding a calculated quantity of sodium chloride and alkaline, whereby the solution is brought to a NaCl concentration of approximately 1 mole/liter and has a pH in the range of 3.5 to 4.0;    b. passing said adjusted stock solution through a first chromatographic column containing a first thermoxide-type sorbent;    c. passing said adjusted stock solution through a second chromatographic column containing a second thermoxide sorbent, whereby colloidal, suspended and ion forms of radioactive and chemical impurities are held in said first and second thermoxide-type sorbents and a purified Sr-90 filtrate is passed into a Sr-90 filtrate tank;    d. testing said purified Sr-90 filtrate for purity and passing it to a Sr-90 holding tank if purity requirements are met or re-passing it through said first and second thermoxide-type sorbents a second time;    e. adjusting the pH of said purified Sr-90 filtrate in said Sr-90 holding tank to approximately 3 to 4;    f. holding said purified Sr-90 filtrate in said Sr-90 holding tank to permit the ingrowth of Y-90 forming a Sr-90/Y-90 solution;    g. passing said strontium-90/yttrium-90 solution through a third chromatographic column containing said first thermoxide-type sorbent, whereby Y-90 is preferentially sorbed while Sr-90 solution is passed through said third chromatographic column and held in an intermediate holding tank for subsequent reuse;    h. washing said first thermoxide-type sorbent of the third chromatographic column with a NaCl solution to thereby remove any remaining traces of Sr-90 and thereafter passing said NaCl solution to a waste tank;    i. washing said first thermoxide-type sorbent of the third chromatographic column with a distilled water solution to thereby remove any remaining NaCl and thereafter passing said water solution to said waste tank;    j. eluting the Y-90 from said first thermoxide-type sorbent of the third chromatographic column with HCl acid and accumulating the acidic Y-90 solution in a first Y-90 tank;    k. passing said acidic Y-90 solution after pH correction from the first Y-90 tank through a fourth chromatographic column containing said first thermoxide-type sorbent, whereby Y-90 is preferentially sorbed by said sorbent;    l. repeating said h, i, and j steps while accumulating the acidic Y-90 solution in a second Y-90 tank, this Y-90 solution constituting the final product.	A process for purifying a stock Sr-90 solution containing stable and radioactive impurities, holding the purified Sr-90 solution for Y-90 ingrowth, and subsequently extracting the Y-90 from the Sr-90/Y-90 solution. The stock solution is sequentially passed through two thermoxide-type sorbents (T- 3  and T- 5 ), which hold the impurities while passing the Sr-90 solution. After ingrowth of Y-90, the Sr-90/Y-90 solution is passed through sorbent T- 3,  which preferentially sorbs the Y-90 while passing the Sr-90 solution. The Y-90 is then eluted from the T- 3  sorbent. The T- 3  and T- 5  sorbents are specially prepared compounds of zirconium dioxide and titanium dioxide, respectively, that preferentially sorb Y-90 under predetermined conditions of solution pH and NaCl concentration.	2AD
7127023	Batch target and method for producing radionuclide	1. A radionuclide producing apparatus, comprising:  (a) a target chamber comprising a beam strike region for containing a target liquid, a target chamber lower opening communicating with the beam strike region, a condenser region for containing a vapor, and a sealable top above the condenser region, the condenser region disposed above the beam strike region in fluid communication therewith for receiving heat energy from the beam strike region and transferring condensate to the beam strike region;    (b) a particle beam source operatively aligned with the beam strike region for bombarding the beam strike region with a particle beam;    (c) a target liquid expansion chamber including an expansion chamber upper opening and an expansion chamber lower opening, the expansion chamber openly fluidly communicating with the beam strike region via the expansion chamber lower opening and the target chamber lower opening;    (d) a pressurizing gas supply source separate from the target chamber and fluidly communicating with the expansion chamber upper opening; and    (e) a lower liquid conduit interposed between the target chamber lower opening and the expansion chamber lower opening and forming an open target liquid flow path between the target chamber and the expansion chamber, wherein the expansion chamber, the lower liquid conduit, and the beam strike region are pressurized by the gas supply source.	An apparatus for producing a radionuclide includes a target chamber including a beam strike region for containing a liquid and a condenser region for containing a vapor. A particle beam source is operatively aligned with the beam strike region, and a lower liquid conduit communicates with the beam strike region. The condenser region is disposed above the beam strike region in fluid communication therewith for receiving heat energy from the beam strike region and transferring condensate to the beam strike region. The lower liquid conduit transfers liquid to and from the beam strike region. In operation, the target chamber acts as a thermosyphon that is self-regulating in response to heat energy deposited by the particle beam source. A portion of the liquid expands into the lower liquid conduit prior to boiling. After boiling begins, a vapor void is created above the liquid and an evaporation/condensation cycle is established, with additional liquid being displaced into the lower liquid conduit.	2AB
7138643	Method and apparatus for separating ions of metallic elements in aqueous solution	1. A  99m Tc generator comprising:  (a) a body portion having an inlet and an outlet; and  (b) an ion exchange housed within said body portion, said ion exchange comprising carbon or graphite fibers impregnated with an acidic organophosphorus extractant selected from the group consisting of DEHPA, EHEHPA, and DTMPPA, and said ion exchange further comprising ions of  99 Mo bound to said extractant.	Methods and apparatus for separating ions of metallic elements are provided. Preferred methods utilize a hydrophobic chelating extractant, such as an organophosphorus compound, adsorbed onto carbon or graphite fibers in the form of felt. Also described is a new thallium-201 generator that comprises a column containing an acidic organophosphorus extractant adsorbed on carbon or graphite fibers, and a yttrium-90 generator system comprised of two extraction columns designed to selectively absorb yttrium-90 at different pH, to enable the separation of yttrium-90 from strontium-90. The two columns are connected in series for stepwise separation. The yttrium-90 product is freed from residual strontium-90 and metal contaminants and can be eluted from the second column with dilute acid, acetate buffer, water or saline for labeling biological targeted molecules. The new generator system provides rapid and efficient separation of yttrium-90 and is amenable to both scale-up and automation. Also described is a new  99m Tc generator that comprises a column containing an acidic organophosphorus extractant adsorbed on carbon or graphite fibers designed to selectively absorb  99 Mo at a selected pH, to enable the separation of  99m Tc from  99 Mo.	2AB
7200198	Recirculating target and method for producing radionuclide	1. A fluorine-18 ion (  18 F  − ) recirculating-target radionuclide producing apparatus, comprising:  (a) a target chamber comprising a target inlet port and a target outlet port and including oxygen-18 enriched target liquid;    (b) means for applying a proton beam to the target chamber for irradiating the oxygen-18 enriched target liquid in the target chamber at a beam power of 1.0 kW or greater;    (c) a regenerative turbine pump comprising a pump inlet port and a pump outlet port;    (d) a heat exchanging section disposed externally from the target chamber and interposed between the target chamber and the regenerative turbine pump;    (e) a first liquid transport conduit interconnecting the pump outlet port and the target inlet port; and    (f) a second liquid transport conduit extending through the heat exchanging section and interconnecting the target outlet port and the pump inlet port.	An apparatus for producing a radionuclide includes a target chamber, a particle beam source operatively aligned with the target chamber, and a regenerative turbine pump for circulating a target fluid through the target chamber via first and second liquid transports. During bombardment of the target liquid in the target chamber by the particle beam source, the target liquid is prevented from reaching vaporization due to the elevated pressure within the target chamber and/or the rapid flow rate through the target chamber. A cooling system can be provided to circulate coolant to the first and second liquid transport conduits, the target chamber and the pump to ensure that the target liquid is cooled upon recirculation back into the target chamber.	2AC
7316644	Method for preparing particles of radioactive powder containing Cesium-131 for use in brachytherapy sources	1. A method for preparing particles of radioactive powder containing Cs-131, comprising the step of contacting Cs-131 with a material to produce microparticles of radioactive powder containing Cs-131, wherein the material comprises a crystalline silicotitanate and an aluminosilicate.	The present invention provides a method of preparing Cesium-131 (Cs-131) as a dispersed RADIOISOTOPE. Uses of the dispersed Cs-131 prepared by the method include cancer research and treatment, such as for the use in brachytherapy. Cs-131 is particularly useful in the treatment of faster growing tumors.	2AB
7329400	Generator for rhenium-188	1. A rhenium-188 generator comprising an elutable container defining an eluant flow path, the container containing a matrix comprising a substantially non-elutable inorganic layered hydroxide compound containing tungsten-188.	RADIOISOTOPE generators comprising inorganic layered hydroxide composition, such as magnesium aluminates and lithium aluminates. These inorganic layered hydroxides form anion exchange materials that exhibit surprisingly high selective affinities for certain RADIOISOTOPEs. Inorganic layered hydroxides have been prepared and shown to have high affinity for tungstate anions, the anion form of tungsten-188, yet low affinity for perrhenate anions, the anion form of rhenium-188.	2DA
7394074	Protective housing for radionuclide generator and combination thereof	1. A radionuclide generator assembly comprising:  a) a radionuclide generator having a distal end; an inlet port; an inlet connector assembly; an outlet port and an outlet connector assembly and    b) a protective cover removably fixed at the distal end, wherein the protective cover covers the inlet and outlet ports and the inlet and outlet connector assemblies and protects them from being crushed or kinked when the radionuclide generator is not in use.	A protective cover and radionuclide generator assembly. The cover protecting inlet and outlet connections disposed on the radionuclide generator. The radionuclide generator having a distal end having a generally flat top surface. The protective cover removably fixed at the distal end and positioned over the generally flat top surface. The protective cover engaging with the radionuclide generator and providing an interference fit. The interference fit preventing the removal of the cover from the radionuclide generator, unless so desired by a user. The cover being made from a radioactive resistant polypropylene.	2AD
7394081	RADIOISOTOPE production apparatus and radiopharmaceutical production apparatus	1. A RADIOISOTOPE production apparatus comprising:  an ion source for emitting an ion beam;    a linear accelerator for accelerating said ion beam emitted from said ion source and irradiating a target with said accelerated ion beam;    a radio frequency power supply for supplying a radio frequency wave to said linear accelerator through a radio frequency wave transmission line;    a target shield member for accommodating and shielding said target;    a first radiation shield member for covering and shielding said linear accelerator; and    a movable second radiation shield member for covering and shielding a region between said first radiation shield member and said target shield member, wherein said first radiation shield member is divided at a base point defined by said radio frequency wave transmission line connected to said linear accelerator, and the divided members are movable in opposite directions, respectively, of an axis of said linear accelerator.	A RADIOISOTOPE production apparatus includes: a linear accelerator for accelerating an ion beam and irradiating a target with the ion beam, radio frequency power supplies for supplying radio frequency waves through coaxial tubes and the linear accelerator, a target shield member containing the target, a first radiation shield member covering the linear accelerator, and a movable second radiation shield member covering the side of target shield member of the linear accelerator between the first radiation shield member and the target shield member. The first radiation shield member is movably divided in opposite directions, respectively, of the axial direction of the linear accelerator from the base point of the connection point of the coaxial tube connected to the linear accelerator.	2AC
7466085	Cyclotron having permanent magnets	1. An improved cyclotron for producing RADIOISOTOPEs especially for use in association with medical imaging, the improvement comprising:  a first platform defining a first recess;    a first plurality of permanent magnets disposed in a circular array within said first recess;    a second platform defining a second recess;    a second plurality of permanent magnets disposed in a circular array within said second recess and corresponding to said first plurality of permanent magnets to define a plurality of permanent magnet pairs when said first platform and said second platform are engaged, wherein each of said plurality of permanent magnet pairs defines a gap between one of said first plurality of permanent magnets and one of said second plurality of permanent magnets;    a vacuum chamber defined by said first recess and said second recess when said first platform and said second platform are engaged;    a plurality of dees disposed within said vacuum chamber, one of said plurality of dees being disposed between pairs of said plurality of permanent magnet pairs, each of said plurality of dees defining a proximal end oriented toward a center of said circular array and an oppositely disposed distal end, wherein each of said plurality of dees defines an interior channel, and wherein said gap defined between each of said plurality of permanent magnet pairs being adapted to cooperate with said interior channel of each of said plurality of dees to define a volume through which ions generated by said an source travel, whereby said ions are accelerated through said interior channel of each of said plurality of dees and drift through said interior channel of each of said plurality of permanent magnets; and    an oscillator in electrical connection with and in order to oscillate a polarity of each of said plurality of dees.	An apparatus for an improved cyclotron for producing RADIOISOTOPEs especially for use in association with medical imaging. The improved cyclotron is configured without a conventional electromagnetic coil. A plurality of dees and a plurality of permanent magnets are alternately disposed in a circular array, each defining a channel through which ions travel. The vacuum chamber wall defines an opening disposed at the center of the array, the opening being configured to receive an ion source. Positive ions flowing from the ion source are exposed to the magnetic field generated by permanent magnets. The positive ions are repelled as they exit a positively charged dee. Negatively charged dees pull the ions. Each time the particles pass through the gap approaching the dees and as they leave the dee and pass through the magnets, they gain energy, so the orbital radius continuously increases and the particles follow an outwardly spiraling path. The disclosure also includes a system composed of a particle accelerator combined with a microreactor or microfluidic chip to produce molecular imaging biomarkers.	2AC
7476377	Rubidium-82 generator based on sodium nonatitanate support, and improved separation methods for the recovery of strontium-82 from irradiated targets	1. A process for preparing a rubidium-82 generator, comprising:  preparing sodium nonatitanate from titanium isopropoxide and aqueous sodium hydroxide;    heating the sodium nonatitanate at a temperature between 100° C. and 250° C. for a period between 12 hours and 2 weeks;    lowering the pH of the sodium nonatitanate; and    absorbing strontium-82 on the neutralized sodium nonatitanate from an aqueous solution comprising strontium-82 and a soluble sodium salt.	Sodium nonatitanate compositions, a method using the composition for recovery of  82 Sr from irradiated targets, and a method using the composition for generating  82 Rb. The sodium nonatitanate materials of the invention are highly selective at separating strontium from solutions derived from the dissolution of irradiated target materials, thus reducing target processing times. The compositions also have a very low affinity for rubidium, making it an ideal material for use as a  82 Rb generator. Sodium nonatitanate materials of this type both improve the recovery of  82 Sr and provide a safer, more effective  82 Rb generator system.	2AD
7512206	Batch target and method for producing radionuclide	1. A method for producing a radionuclide, comprising the steps of:  completely filling a target chamber with target fluid including a target material, the target chamber including an upper region and a lower region below the upper region;    pressurizing the target chamber by flowing a gas toward a lower opening of the lower region;    applying a particle beam to the target chamber at a beam power to irradiate the target material and produce a radionuclide in the target fluid; and    while applying the particle beam, maintaining a space including a target fluid vapor in the upper region by preventing target fluid from flowing out from the target chamber from the upper region while permitting target fluid heated by the particle beam to flow through the lower opening against the gas pressure, and permitting a volume of the target fluid vapor space to vary in proportion to the beam power of the particle beam being applied to the target chamber.	In a method for producing a radionuclide, a target chamber is filled with target fluid and pressurized. A particle beam is applied to the target chamber to irradiate target material of the target fluid, and the target fluid becomes heated. The heated target liquid may expand out from the target chamber through a lower opening. A space including target fluid vapor may be created in an upper region of the target chamber. The upper region is sealed to maintain the vapor space.	2AB
7554098	Medical isotope generator systems	1. A medical isotope generator system comprising:  a generator column comprising  90 Sr stock adsorbed on a sorbent, wherein at least a portion of the  90 Sr stock is allowed time to decay to a  90 Y daughter isotope;    a milking solution to preferentially remove  90 Y from the generator column;    a concentration column comprising a sorbent to capture  90 Y from the milking solution without alteration to the milking solution;    an eluent solution to remove  90 Y from the concentration column; and    a flow control system, through which the generator column and the concentration column are in fluid communication, providing a plurality of flow configurations for delivering the milking solution to the generator column, the concentration column, or both, and for delivering the eluent solution to the concentration column in either a forward or a reverse flow direction.	Medical isotope generator systems are disclosed according to some aspects. In one aspect, a  90 Y generator system comprises a generator column, a concentration column, and a flow control system, through which the generator column and the concentration column are in fluid communication. The flow control system provides a plurality of flow configurations for delivering a milking solution to the generator column, the concentration column, or both, and for delivering an eluent solution to the concentration column in either a forward or a reverse flow direction. The generator column can comprise a  90 Sr stock adsorbed on a sorbent. The milking solution preferentially elutes  90 Y from the generator column. The concentration column comprises a sorbent that captures  90 Y from the milking solution without altering the milking solution. The eluent solution elutes  90 Y from the concentration column.	2AD
7554275	Proton accelerator complex for radio-isotopes and therapy	1. An accelerator complex of proton beams, comprising:  a cyclotron with a plurality of beam lines, each beam line configured to provide a proton beam generated by the cyclotron;    a proton source configured to provide protons to the cyclotron;    a target, configured with a first of the beam lines to produce RADIOISOTOPEs;    a proton radiofrequency linear accelerator (LINAC), comprised of LINAC accelerating modules and configured to accelerate one of the proton beams generated by the cyclotron;    a Medium Energy Beam Transfer channel (MEBT), connected to a second of the beam lines output from the cyclotron on a first side of the MEBT to receive a proton beam of the second beam line, and to a beam input of the radiofrequency LINAC on a second side of the MEBT to provide the proton beam to the radiofrequency LINAC, the MEBT equipped with one or more mechanical and/or magnetic and/or electrostatic &#x201c;choppers&#x201d; and &#x201c;gates&#x201d; configured i) to improve security, ii) to reduce irradiation of components located downstream of the MEBT, and iii) to vary an intensity of the beams accelerated by the LINAC for proton therapy;    a High Energy Beam Transfer channel (HEBT), connected to an output of the radiofrequency LINAC on a first side of the HEBT to receive a high energy proton beam from the LINAC, and to one or more systems for distribution of a proton dose to a patient on a second side of the HEBT;    a modular power system for supplying radiofrequency power to the LINAC accelerating modules, the power system configured to power, in a separate and independent way, one or more of said accelerating modules; and    a fully integrated computer control system configured to control the accelerator complex,    wherein the accelerator complex is configured to perform, alternatively or simultaneously, any of RADIOISOTOPE production for medical or industrial purposes, and irradiation of shallow and/or deep-seated tumors, and    wherein the integrated computer control system is composed of a distributed system of computers formed by a first group of computers dedicated to operators and to foreseen procedures, and a second group of computers dedicated to high technology apparata, and a specific software configured to operate the different proton beams both in parallel and one at a time.	A complex of proton accelerators, includes the following functionally interconnected components: a proton source, a cyclotron, at least one target, located either internally or externally to the cyclotron, a medium energy beam transport magnetic channel, a radiofrequency linear accelerator, a high energy beam transport channel towards an area dedicated to the irradiation of tumors with proton beams, as well as a modular system for supplying radio frequency power capable of feeding, independently two or more accelerating modules of the linac. An integrated computerized system controls the complex of accelerators so to carry out, either in alternation or simultaneously, both the production of RADIOISOTOPEs&#x2014;for medical, industrial and therapeutical purposes&#x2014;and the therapeutical irradiation of, even deep seated tumors. The complex of accelerators produces proton beams which, applying the recently developed 'spot scanning' technique, are more suited for the tumor irradiation than the ones produced by cyclotrons and synchrotrons.	2CA
7556780	Device for	1. An automatic manufacturing device of  123 I-ADAM (Iodine-123 labeled 2-([2-dimethylamino]methyl)phenyl]thio)-5-  123 I-iodophenylamine), comprising:  a central processing unit controlling the operation of said automatic manufacturing device;    a plurality of reactant storage bottles, each of said plurality of reactant storage bottles containing a reactant selected from a group consisting of [  123 I] ammonium iodide solution, oxidizing agent, deoxidizing agent, neutralization agent, and water;    a reaction bottle containing a SnADAM ([2-((2-amino-4-tri-n-butyltinphenyl)thio)benzyl]dimethylamine) precursor and connected with the reactant storage bottles by a plurality of pipelines, each of said plurality of pipelines being disposed with a respective solenoid valve, said central processing unit being coupled to each said respective solenoid valve to control an order and duration of supply of the reactants from said plurality of reactant storage bottles to said reaction bottle to produce a  123 I-ADAM containing pre-product in said reaction bottle;    a column connected to the output of said reaction bottle by a transport pipe to receive said  123 I-ADAM containing pre-product from said reaction bottle under control of said control processing unit;    an eluant storage bottle coupled to said column by an elution pipe, said eluant being added to said  123 I-ADAM containing pre-product in said column in the controlled fashion to form a first product containing  123 I-ADAM;    a first product storage bottle connected with the column to store said first product transported from said column through a first collection pipe;    a filtering device connected with the first product storage bottle by a filtering pipe to filter said first product and to generate a purified  123 I-ADAM product; and    a second product storage bottle connected with the filtering device by a second collection pipe to receive said purified  123 I-ADAM product from said filtering device.	A manufacturing method for  123 I-ADAM and an automatic manufacturing device thereof are disclosed. The manufacturing process for  123 I-ADAM consists of four steps-add [  123 I] ammonium iodide solution, make oxidation reaction occur, terminate the reaction and neutralize the solution, filter and collect the filtrate. The automatic manufacturing device includes a plurality of units for taking each of the four steps that is disposed inside a chassis and is operated by automatic control. Users only need to put reactants into storage bottles respectively, turn on the power, and initiate the operation system, Then the preparation process of drugs for clinical diagnosis is finished within twenty minutes.	2AC
7563920	Methods for preparing 2-methoxyisobutylisonitrile and tetrakis(2-methoxyisobutylisonitrile)copper(I) tetrafluoroborate	1. A formulation including tetrakis(2-methoxyisobutylisonitrile)copper(I) tetrafluoroborate, sodium citrate dihydrate, L-cysteine hydrochloride monohydrate, mannitol, and stannous chloride dihydrate under an inert gas in a lyophilized vial, wherein the tetrakis(2-methoxyisobutylisonitrile)copper(I) tetrafluoroborate is sufficiently pure so that when the formulation is (i) reconstituted with sodium pertechnetate (  99m Tc) for injection in saline obtained from the elution of a  99 Mo/  99m Tc generator and (ii) heated to form  99m Tc-Sestamibi, the  99m TcSestamibi contains no quantifiable amount of  99m Tc-pentamibi dimethylvinyl isonitrile.	The present invention relates to new synthetic methods for preparing 2-methoxyisobutylisonitrile and metal isonitrile complexes, such as tetrakis(2-methoxyisobutylisonitrile)copper(I) tetrafluroroborate, which are used in the preparation of technetium (  99m Tc) Sestamibi, and novel intermediate compounds useful in such methods.	2AB
7578982	RADIOISOTOPE TI-201 production process	1. A RADIOISOTOPE TI-201 production process, comprising steps of:  (a) Electroplating: wherein a TI-203 solid target material is obtained from a plated target material of TI-203 through electroplating;    (b) Irradiating: wherein said TI-203 solid target material is irradiated with a proton beam by using a cyclotron;    (c) Processing a first chemical separation: wherein said TI-203 solid target material is dissolved with a strong acid liquid to be separated into a TI-201 liquid and a Pb-201 liquid with impurities filtered out;    (d) Decaying: wherein said Pb-201 liquid is obtained to be decayed into a TI-201 liquid; and    (e) Processing a second chemical separation: wherein a TI-201 liquid having a high purity is obtained through filtering,  wherein said step (c) comprises steps of:      (c1) Dissolving: wherein, after said irradiating, said TI-203 solid target material is dissolved with a strong acid liquid to obtain a Pb-201 solution and a TI-203 solution;    (c2) Processing a precipitation: wherein ammonia (NH  3 ) and water are applied to said Pb-201 solution and said TI-203 solution for a precipitation to obtain a TI-201 liquid and a Pb-201 liquid; and    (c3) Processing a first ion exchange: wherein hydrochloric acid (HCl) is applied to said TI-201 liquid and said Pb-201 liquid for an ion exchange by using a resin with impurities filtered out,    wherein said strong acid liquid used in step (c1) is a solution of nitric acid having ferric iron (HNO  3 /Fe  3 /H  2 O),    wherein step (e) is a second ion exchange; and    wherein an HCl having sulfur dioxide (SO  2 ) is applied to said TI-201 liquid to obtain a TI-201 liquid having a high purity through a second ion exchange by using a resin.	A RADIOISOTOPE TI-201 is produced. The process includes electroplating, irradiating, dissolving, precipitating, ion exchanging, decaying and filtering. The TI-201 obtained is a liquid having a high purity.	2AC
7586102	Automated system for formulating radiopharmaceuticals	1. An automated system for purifying and concentrating a RADIOISOTOPE for human-grade radiopharmaceutical production containing the purified RADIOISOTOPE comprising:  an elution station capable of receiving an isotope from a radionuclide generator;    a module comprising a purification panel and a base panel; wherein the purification panel further includes a plurality of valves and at least one reaction vessel, and wherein the base panel includes at least one waste-collection station;    a reusable interchangeable RADIOISOTOPE specific purification cassette capable of receiving a RADIOISOTOPE from the elution station comprising one or more networks of tubing mounted on a rigid support, wherein the purification cassette connects to the purification panel of the module and the network of tubing is engaged by one or more of the plurality of valves;    one or more fluidic pumps in fluid communication with the network of tubing of the purification cassette;    at least one chromatography column in fluid communication with the network of tubing of the purification cassette; and    a control system, wherein the pumps and valve assemblies are at least partially controlled by the control system.	The present invention provides automated systems for the purification of RADIOISOTOPEs, the formulation of radiopharmaceuticals or both. In preferred embodiments the RADIOISOTOPEs are produced by a generator. In further preferred embodiments the automated systems comprise replaceable cassettes for easy replacement of the system's networks of tubing. Also provided are replaceable cassettes and kits for use with the automated systems of the invention.The invention further provides methods of using an automated system to purify RADIOISOTOPEs, formulate radiopharmaceuticals or to do both in series.	2DB
7592605	RADIOISOTOPE generator and method of construction thereof	1. A device for producing a fluid containing a radioactive constituent, the device comprising  a shielded chamber with an opening for receiving an isotope container housing a radioactive isotope;    a chamber closure adapted for cooperating with and closing the chamber opening;    a first fluid port comprising a first hollow needle projecting into the shielded chamber from the chamber closure for fluid communication with the isotope container;    a second fluid port comprising a second hollow needle projecting into the shielded chamber from the closed end of the chamber opposite the chamber closure for fluid communication with the isotope container;    first and second compressible buffers mounted so as to surround at least partially the respective first and second hollow needles, each buffer providing an outer surface for contact with opposed ends of the isotope container; and    a spacer of a predetermined thickness associated with one or each of the first and second compressible buffers for determining the positioning of the isotope container within the shielded chamber;    wherein said isotope container is an ion exchange column including a frangible seal at each of its opposing ends, said frangible seal adapted to be pierced by and to seal around the respective first and second needles.	A device for producing a fluid containing a radioactive constituent, comprising a shielded chamber ( 5 ) with an opening for receiving an isotope container ( 6 ) housing a radioactive isotope ( 7 ); a chamber closure ( 18 ) adapted for cooperating with and closing the chamber opening; a first fluid port comprising a first hollow needle projecting into the shielded chamber from the chamber closure for fluid communication with the isotope container; a second fluid port comprising a second hollow needle projecting into the shielded chamber from the closed end of the chamber opposite the chamber closure for fluid communication with the isotope container; first and second compressible buffers ( 28, 29 ) mounted so as to surround at least partially the respective first and second hollow needles ( 12, 13 ), each buffer providing an outer surface for contact with opposed ends of the isotope container; and a spacer of a predetermined thickness associated with one or each of the first and second compressible buffers for determining the positioning of the isotope container within the shielded chamber.	2AD
7700926	Systems and methods for RADIOISOTOPE generation	1. A system comprising:  a reactor housing that is fabricated from a radioactive shielding material and has both an internal volume and a surface that comprises an entry port and an exit port;    a chromatographic column that bears at least one RADIOISOTOPE and is positioned within said internal volume;    a filter module that is disposed external to said reactor housing and in fluid communication with said column;    an adapter disk disposed on said reactor housing, comprising a ridge of material that extends around said entry port and a ridge of material that extends around said exit port, and,    an adapter ridge disposed circumferentially internal to said ridge of material that extends around said entry port.	Systems and methods are disclosed for producing customized, predictable and reproducible supplies of RADIOISOTOPEs using, for example, a reactor housing that is fabricated from a radioactive shielding material and has both an internal volume and a surface that comprises an entry port and an exit port, a chromatographic column that is positioned within said internal volume such that a first end of said column is in fluid communication with said entry port and a second end of said column is in fluid communication with said exit port, and a changeable filter module that is disposed external to said reactor housing and in fluid communication with said exit port.	2AD
7708961	Method and apparatus for isolating the RADIOISOTOPE	1. A method of isolating a RADIOISOTOPE to obtain a material with relatively high specific activity for production of a higher specific activity radiopharmaceutical, comprising:  vaporizing a source compound containing a first isotope and a second isotope, the second isotope being a nuclear reaction product of the first isotope, the first isotope constituting a majority of the source compound, the second isotope being a RADIOISOTOPE having a shorter half-life than the first isotope and having at least one of therapeutic and diagnostic properties when used as a radiopharmaceutical;    ionizing the vaporized source compound to form charged atoms or molecules of the first isotope and the second isotope;    separating the charged atoms or molecules to isolate the atoms or molecules of the second isotope; and    collecting the isolated charged atoms or molecules of the second isotope with an oppositely-charged collector to obtain a material having a specific activity above 30 curies/mg.	A method of isolating  186 Re according to example embodiments may include vaporizing a source compound containing  185 Re and  186 Re. The vaporized source compound may be ionized to form negatively-charged molecules containing  185 Re and  186 Re. The negatively-charged molecules may be separated to isolate the negatively-charged molecules containing  186 Re. The isolated negatively-charged molecules containing  186 Re may be collected with a positively-charged collector. Accordingly, the isolated  186 Re may be used to produce therapeutic and/or diagnostic radiopharmaceuticals having higher specific activity.	2AB
7728310	Method for the chemical separation of GE-68 from its daughter Ga-68	1. A generator apparatus for separating a daughter gallium-68 RADIOISOTOPE substantially free of impurities from a parent germanium-68 RADIOISOTOPE, the apparatus comprising:  a first resin-containing column containing parent germanium-68 RADIOISOTOPE and daughter gallium-68 RADIOISOTOPE;    a source of first eluent connected to said first resin-containing column for separating daughter gallium-68 RADIOISOTOPE from the first resin-containing column, said first eluent including citric acid whereby the separated gallium-68 is in the form of gallium citrate;    a mixing space connected to said first resin-containing column for admixing a source of hydrochloric acid with said separated gallium citrate whereby gallium citrate is converted to gallium tetrachloride;    a second resin-containing column in connection with said mixing space for retention of gallium-68 tetrachloride as said gallium tetrachloride is passed therethrough;    a source of second eluent consisting essentially of water or a weak buffer solution connected to said second resin-containing column for eluting the daughter gallium-68 RADIOISOTOPE from said second resin-containing column for subsequent labeling of target molecules; and,    a source of third eluent comprising a chelator at a predetermined pH connected to said second resin-containing column for eluting the daughter gallium-68 RADIOISOTOPE from said second resin-containing column in the form of a chelated gallium-68 for subsequent imaging applications.	The present invention is directed to a generator apparatus for separating a daughter gallium-68 RADIOISOTOPE substantially free of impurities from a parent gernanium-68 RADIOISOTOPE, including a first resin-containing column containing parent gernanium-68 RADIOISOTOPE and daughter gallium-68 RADIOISOTOPE, a source of first eluent connected to said first resin-containing column for separating daughter gallium-68 RADIOISOTOPE from the first resin-containing column, said first eluent including citrate whereby the separated gallium is in the form of gallium citrate, a mixing space connected to said first resin-containing column for admixing a source of hydrochloric acid with said separated gallium citrate whereby gallium citrate is converted to gallium tetrachloride, a second resin-containing column for retention of gallium-68 tetrachloride, and, a source of second eluent connected to said second resin-containing column for eluting the daughter gallium-68 RADIOISOTOPE from said second resin-containing column.	2AD
7737415	System for the control, verification and recording of the performance of a RADIOISOTOPE generator's operations	1. A system to provide performance control of a RADIOISOTOPE generator, said system comprising:  a RADIOISOTOPE generator;    an electronic sensor of elution;    an eluted activity measurement sensor;    means for measuring nuclear quality of the eluted RADIOISOTOPE;    an electronic memory with information for a user;    a communication interface; and    an user interface software,    wherein the electronic sensor of elution measures changes in high frequency conductometry.	This invention is referred to a digital technetium Tc-99m generator obtained by incorporating devices to allow the control, verification and recording of all the operations performed by the generator. The invention includes a conventional traditional generator Mo-99/Tc-99m, using either a dry or wet column, such as the ones commercially available for use in nuclear medicine. The invention also includes an electronic sensor of elution; an eluted activity measurement sensor; and a device to measure the nuclear quality of the eluted Tc-99m. There is an electronic memory with information for the user regarding: Generator No., Lot No., activity, calibration and expiration dates. The invention also includes a communication interface, whether via RS232, USB, parallel Port or any other input-output port of a PC; a control, and user interface software.	2AD
