,patent_id,class,title,claim,abstract
69,8022844,AAA,Marine vessel monitoring system,"1. A vehicle monitoring system for enabling a plurality of users to monitor a plurality of movable vehicles, said vehicle monitoring system comprising: an electronic memory device configured to store data for each vehicle, said data for each vehicle including: vehicle owner data,vehicle owner contact data,vehicle identifier data,vehicle owner login data,vehicle owner password data,historical vehicle location data,current vehicle location data,historical vehicle battery condition data,current vehicle battery condition data,historical vehicle entry data,current vehicle entry data,historical vehicle remote power connection data,current vehicle remote power connection data,historical vehicle engine related data,current vehicle engine related data,historical vehicle smoke or fire data,current vehicle smoke or fire data,historical vehicle interior compartment data,current vehicle interior compartment data,historical vehicle repair data, andcurrent vehicle repair data;a processor configured to operate with the memory device, said processor configured to receive and operate with the memory device to store said vehicle owner data,vehicle owner contact data,vehicle identifier data,vehicle owner login data,vehicle owner password data,historical vehicle location data,current vehicle location data,historical vehicle battery condition data,current vehicle battery condition data,historical vehicle entry data,current vehicle entry data,historical vehicle remote power connection data,current vehicle remote power connection data,historical vehicle engine related data,current vehicle engine related data,historical vehicle smoke or fire data,current vehicle smoke or fire data,historical vehicle interior compartment data,current vehicle interior compartment data,historical vehicle repair data, andcurrent vehicle repair data;a receiver configured to, for each vehicle, receive data regarding said vehicle through a data network from a data transmitter on the vehicle at regular fixed intervals, said data transmitter configured to: transmit signals to the receiver at said regular fixed intervals, andtransmit alarm event data when a component monitored by a sensor on the vehicle enters an undesired state; anda transmitter configured to, for each vehicle, send data stored in the memory device for said vehicle through the data network to an owner computer to enable the owner computer to display an electronic page for said vehicle which includes data stored in said memory device relating to historical and current conditions of said vehicle, said electronic page configured to display and enable a vehicle owner to view: vehicle identifier information,historical vehicle location information,current vehicle location information,historical vehicle battery condition information,current vehicle battery condition information,historical vehicle entry information,current vehicle entry information,historical vehicle remote power connection information,current vehicle remote power connection information,historical vehicle engine related information,current vehicle engine related information,historical vehicle smoke or fire information,current vehicle smoke or fire information,historical vehicle interior compartment information,current vehicle interior compartment information,historical vehicle repair information, andcurrent vehicle repair information.",The marine vessel monitoring system of the present invention enables marine vessel owners to monitor their vessels when they are unable or unavailable to personally do so. The system of the present invention provides an efficient method for inspecting and repairing a designated marine vessel at periodic intervals and for reporting the results of such inspections and repairs to the vessel's owner in a timely manner for the owner's review and consideration.
70,8050849,ABB,Mixed-mode fuel minimization,"1. A method for improving the fuel economy of a vehicle having multiple propulsion modes where the vehicle travels a selected distance at a selected average speed V, comprising: (a) obtaining fuel consumption data as a function of ship speed for each mode of the vehicle's propulsion plant; and(b) determining optimum propulsion modes by identifying a low-speed propulsion mode and a high-speed propulsion mode that have an average speed that equals the selected average speed V and that have fuel consumption rates that minimize total fuel consumption when part of the selected distance is traveled in the first propulsion mode and the rest of the selected distance is traveled in the second propulsion mode.","A mixed-mode method for operating a vehicle's propulsion plant to travel at a selected average speed using the minimum amount of fuel. The method involves travelling in one mode at high speed part of the time, and in a different mode at low speed part of the time, in such a way that the average speed is the selected value."
71,8050849,ACA,Mixed-mode fuel minimization,"1. A method for improving the fuel economy of a vehicle having multiple propulsion modes where the vehicle travels a selected distance at a selected average speed V, comprising: (a) obtaining fuel consumption data as a function of ship speed for each mode of the vehicle's propulsion plant; and(b) determining optimum propulsion modes by identifying a low-speed propulsion mode and a high-speed propulsion mode that have an average speed that equals the selected average speed V and that have fuel consumption rates that minimize total fuel consumption when part of the selected distance is traveled in the first propulsion mode and the rest of the selected distance is traveled in the second propulsion mode.","A mixed-mode method for operating a vehicle's propulsion plant to travel at a selected average speed using the minimum amount of fuel. The method involves travelling in one mode at high speed part of the time, and in a different mode at low speed part of the time, in such a way that the average speed is the selected value."
72,8062081,AAA,Hybrid propulsion systems,"1. A propulsion system comprising: at least two energy sources capable of providing propulsion and an energy management system (EMS) that controls operation of each of the at least two sources, wherein the at least two sources include at least one main propulsive engine and at least one motor-generator unit arranged in-line to drive a common output shaft and linked to a common propulsive output member, wherein the common output shaft and propulsive output member are drivable both independently by the main propulsive engine and the motor-generator unit and simultaneously by the main propulsive engine and the motor-generator unit, wherein the main propulsive engine is capable of driving the common output shaft and driving the motor-generator unit as a generator both independently and simultaneously, and wherein the energy management system dynamically shifts operation of each of the at least two sources to satisfy propulsive demands.","A hybrid propulsion and energy management system for use in marine vessels and other variable demand propulsion applications monitors and draws energy from various energy sources dynamically to implement multiple operating modes and provide efficient system operation across a range of propulsive demands, altering the operation and output of various energy sources in response to propulsive load demands, hotel loads and auxiliary energy demands. The propulsion system incorporates at least two propulsive sources, including at least one main propulsive engine and at least one motor-generator unit arranged to drive a common output shaft, and the energy management system dynamically shifts operation of each of the two sources to satisfy propulsive demands. The main propulsive engine and the motor-generator unit are capable of driving the common output shaft both independently and simultaneously. The motor-generator unit(s) are available to operate either as a motor driving the output shaft or as a generator supplying energy to the energy distribution system."
73,8062081,ABB,Hybrid propulsion systems,"1. A propulsion system comprising: at least two energy sources capable of providing propulsion and an energy management system (EMS) that controls operation of each of the at least two sources, wherein the at least two sources include at least one main propulsive engine and at least one motor-generator unit arranged in-line to drive a common output shaft and linked to a common propulsive output member, wherein the common output shaft and propulsive output member are drivable both independently by the main propulsive engine and the motor-generator unit and simultaneously by the main propulsive engine and the motor-generator unit, wherein the main propulsive engine is capable of driving the common output shaft and driving the motor-generator unit as a generator both independently and simultaneously, and wherein the energy management system dynamically shifts operation of each of the at least two sources to satisfy propulsive demands.","A hybrid propulsion and energy management system for use in marine vessels and other variable demand propulsion applications monitors and draws energy from various energy sources dynamically to implement multiple operating modes and provide efficient system operation across a range of propulsive demands, altering the operation and output of various energy sources in response to propulsive load demands, hotel loads and auxiliary energy demands. The propulsion system incorporates at least two propulsive sources, including at least one main propulsive engine and at least one motor-generator unit arranged to drive a common output shaft, and the energy management system dynamically shifts operation of each of the two sources to satisfy propulsive demands. The main propulsive engine and the motor-generator unit are capable of driving the common output shaft both independently and simultaneously. The motor-generator unit(s) are available to operate either as a motor driving the output shaft or as a generator supplying energy to the energy distribution system."
74,8062082,ABB,Marine drive unit with staged energy absorption capability,"1. A marine propulsion system, comprising: an engine disposed within a hull of a marine vessel;a housing structure with a staged impact energy absorbing system having a deformable portion configured to absorb a first magnitude of energy in response to an impact with an object that is at least partially submerged, said housing structure being supported by said marine vessel at a frangible interface which is configured to separate at least partially from said marine vessel in response to said impact exceeding a second preselected magnitude of energy, said second magnitude of energy being greater than said first magnitude of energy;a drive shaft; anda propeller shaft supported by said housing structure, said drive shaft being connected in torque transmitting relation between said engine and said propeller shaft;wherein said first magnitude of energy is associated with said marine vessel traveling at a maximum velocity of four miles per hour and the deformable portion absorbs the first magnitude of energy without said frangible interface separating at least partially from said marine vessel and wherein said second magnitude of energy is associated with said marine vessel traveling at a velocity exceeding four miles per hour.","A marine propulsion drive unit is provided with two energy absorbing structures, one comprising a crushable or deformable nose cone or leading edge of a driveshaft housing and the other comprising a frangible interface that allows the drive unit to separate from the hull of a marine vessel. The crushable or deformable nose cone is configured to absorb energy at relatively low impact velocities with submerged structures and the frangible interface is configured to absorb energy and then detach from the hull of the marine vessel at higher impact velocities."
75,8087370,AAA,Ship stability recovery system and car carrier equipped with the same,"1. A stability recovery system for a ship, comprising: a remotely openable seawater inlet means provided to a lowermost watertight deck above a void space at a bottom of the ship, wherein the seawater inlet means includes a seawater inlet opened in the watertight deck near a side of the ship,a watertight door closing a lower surface of the seawater inlet, anda watertight door opening system for opening the watertight door;a flooding detection system which is provided on the watertight deck;a flooding indicator which indicates that the flooding detection system has detected flooding; anda watertight door operator that transmits an operation signal to the watertight door opening system so as to open the watertight door.","[Object] Conventionally, measures for securing stability of a ship when it is damaged are required.[Solution] The invention is characterized by having a remotely openable seawater inlet means provided to a lowermost watertight deck that forms a void space at the bottom of the ship. Thereby, when a side shell plate or the like of the ship is damaged and seawater enters the ship, the seawater that has entered the ship can be introduced into the void space by opening the seawater inlet means provided to the lowermost watertight deck, so that the void space, which usually provides a huge auxiliary buoyancy, can be made to function as a sort of a seawater ballast tank, whereby the ship's stability can be recovered."
76,8117890,AAA,Automatic optimized calibration for a marine propulsion system with multiple drive units,"1. A method for calibrating a marine propulsion system, comprising the steps of monitoring the operation of said marine propulsion system for a first predetermined period of time, wherein said marine propulsion system comprises a first drive unit and a second drive unit;determining that said marine propulsion system is operating in a sufficiently consistent manner during said first predetermined period of time to justify a fuel usage comparison;measuring a first fuel usage rate for said marine propulsion system;causing a change of a steering angle in a selected direction for said marine propulsion system;measuring a second fuel usage rate for said marine propulsion system which is subsequent to said first fuel usage rate by a second predetermined period of time; andcomparing said first and second fuel usage rates.","A method for calibrating the steering configuration for a marine propulsion system provides a procedure by which the steering alignment is changed by a known and symmetrical amount in order to identify and characterize the effect that such a change has on the operating efficiency of the marine vessel. Before the calibrating process is completed, the overall consistency of the vessel operation is measured to determine that the conditions are correct for the calibration procedure to commence. After analyzing the consistency of operation of the marine vessel, known and symmetrical changes, or perturbations, in the steering system are made and the effect of those changes are determined as a function of the fuel usage by the marine vessel. The effects on fuel usage are characterized as being beneficial, harmful, or negligible. In other words, the effect on the marine propulsion system resulting from the change in steering alignment is characterized as improving the fuel usage, degrading the fuel usage, or having a negligible effect on the fuel usage."
77,8145372,AAA,Watercraft speed control device,"1. A system for controlling the velocity of a watercraft having an engine for propulsion, said system comprising: a velocity measuring device capable of obtaining a first measurement of the velocity magnitude of said watercraft;a GPS device capable of obtaining a second measurement of the velocity magnitude of said watercraft;a control input device capable of accepting an input of a predetermined velocity for said watercraft; anda control module comprising: an engine speed algorithm capable of creating a first engine speed output correction from said first velocity measurement, said second velocity measurement, and said predetermined desired velocity; said first engine speed output correction being capable of causing said watercraft to be propelled at substantially said predetermined velocity.","An automatic speed control system that provides desired watercraft velocity over land. The coupled algorithms correct engine speed and torque using inertia based measurements, GPS, and tachometer measurements, and the corrections are augmented and enhanced by velocity/speed and torque/speed relationships that are dynamically and adaptively programmed with real-time data collected during replicated operations of the watercraft in specified conditions."
78,8215252,AAA,System and method for dynamic stabilization and navigation in high sea states,"1. A system for stabilizing a floating body, comprising: a manipulator connected to the floating body, the manipulator comprising an articulatable arm having a first end and a second end;a thruster positioned on the manipulator, at least a portion of the thruster rotatable about an axis for generating thrust;a first plurality of sensors for measuring at least a first characteristic of the floating body;a second plurality of sensors for measuring a fluid force adjacent to the floating body; anda controller in communication with the first and second plurality of sensors, the manipulator and the thruster;wherein the second end of the articulatable arm is selectively rotatable with respect to the first end about at least three axes independent of the axis of rotation of the thruster;wherein the controller is configured to adjust a position of the manipulator and the thruster based on information received from the first and second plurality of sensors; andwherein the thrust generated by the thruster counteracts at least a portion of the measured fluid force.","A system is disclosed for dynamically stabilizing a ship in high sea states. A six degree-of-freedom robotic arm is attached to the ship, and a thruster is located at the distal end of the manipulator. The manipulator is be used to orient the thruster to counteract wave forces that act against the ship's hull in real time. This active balancing technique can be used to keep the ship substantially erect in rough seas by making continual corrections to the ship's body attitude. The center of gravity and the center of buoyancy of the ship are utilized, along with a precisely oriented and controlled thrust at the end of the manipulator, to optimally control the ship's state against impending waves."
79,8229776,ABA,Evaluation of subsystem technology in a system-of-subsystems environment,"1. A computer-implemented method for evaluating subsystem technology pertaining to energy consumption in a system-of-subsystems environment onboard a ship, the method comprising: defining, using a computer, the technology to be evaluated and the requirements for effecting said technology, said requirements relating to both a subsystem encompassing said technology and a system overarching said subsystem, said defining of said technology and said requirements including formulating at least one one-line diagram, said at least one one-line diagram including representation of components of said overarching system so as to be illustrative of said technology and said requirements;modeling, using a computer, said technology and said requirements, said modeling of said technology and said requirements including establishing plural submodels of said subsystem that are considered as characterized by plural linkages therebetween and as constituting an energy-consumption model of said overarching system, said submodels including a design reference mission submodel and a fuel usage submodel, said design reference mission submodel representing operating conditions of a ship in relation to operation of the ship, said operating conditions including speed, state, and time, said fuel usage submodel being characterized by a selected period of time and representing respective effects on energy consumption of propulsive machinery components including main engine machinery, secondary engine machinery, and propulsion motor machinery, said modeling of said technology and said requirements including formulating at least one integrative diagram illustrative of said design reference mission submodel and said fuel usage submodel;performing, using a computer, sensitivity analysis and trade space exploration, said performing of said sensitivity analysis and said trade space exploration including determining plural design variables of said submodels, plural relationships between said design variables, and respective sensitivities of response variables to said design variables, said determining of said design variables, said relationships, and said sensitivities including defining upper and lower bounds of said design variables and formulating at least one design matrix diagram illustrative of said design variables and said response variables; andfinding, using a computer, plural optimal designs of said technology, said finding of said optimal designs including formulating at least one design-comparative diagram, said at least one design-comparative diagram including comparison of said optimal designs so as to be illustrative of relative optimizations of said optimal designs;wherein said submodels include a machinery life cycle cost submodel, a technical integration risk submodel, and a system architecture design synthesis submodel;wherein said modeling of said technology and said requirements includes formulating at least one integrative diagram illustrative of said machinery life cycle cost submodel, said technical integration risk submodel, and said system architecture design synthesis submodel;wherein said establishing of said submodels includes formulating at least one integrative diagram illustrative of said submodels and said model; andwherein said performing of said sensitivity analysis and said trade space exploration includes constructing at least one design of experiments.","The present invention represents a unique methodology for evaluating subsystem technology in a system-of-subsystems environment. According to typical inventive practice, the technology to be evaluated and the requirements for effecting the technology are defined, the requirements relating to both a subsystem encompassing the technology and a system overarching the subsystem. The technology and the requirements are modeled, the modeling including establishing plural submodels of the subsystem wherein the submodels are considered as characterized by plural linkages between them and as constituting a model of the overarching system. Sensitivity analysis and trade space exploration are performed, the performance including determination of plural design variables of the submodels, plural relationships between the design variables, and respective sensitivities of response variables to the design variables. Optimal designs of the technology are found, the finding including comparing relative optimizations of the optimal designs. Some inventive embodiments are iterative in furtherance of design optimization."
80,8229776,ABB,Evaluation of subsystem technology in a system-of-subsystems environment,"1. A computer-implemented method for evaluating subsystem technology pertaining to energy consumption in a system-of-subsystems environment onboard a ship, the method comprising: defining, using a computer, the technology to be evaluated and the requirements for effecting said technology, said requirements relating to both a subsystem encompassing said technology and a system overarching said subsystem, said defining of said technology and said requirements including formulating at least one one-line diagram, said at least one one-line diagram including representation of components of said overarching system so as to be illustrative of said technology and said requirements;modeling, using a computer, said technology and said requirements, said modeling of said technology and said requirements including establishing plural submodels of said subsystem that are considered as characterized by plural linkages therebetween and as constituting an energy-consumption model of said overarching system, said submodels including a design reference mission submodel and a fuel usage submodel, said design reference mission submodel representing operating conditions of a ship in relation to operation of the ship, said operating conditions including speed, state, and time, said fuel usage submodel being characterized by a selected period of time and representing respective effects on energy consumption of propulsive machinery components including main engine machinery, secondary engine machinery, and propulsion motor machinery, said modeling of said technology and said requirements including formulating at least one integrative diagram illustrative of said design reference mission submodel and said fuel usage submodel;performing, using a computer, sensitivity analysis and trade space exploration, said performing of said sensitivity analysis and said trade space exploration including determining plural design variables of said submodels, plural relationships between said design variables, and respective sensitivities of response variables to said design variables, said determining of said design variables, said relationships, and said sensitivities including defining upper and lower bounds of said design variables and formulating at least one design matrix diagram illustrative of said design variables and said response variables; andfinding, using a computer, plural optimal designs of said technology, said finding of said optimal designs including formulating at least one design-comparative diagram, said at least one design-comparative diagram including comparison of said optimal designs so as to be illustrative of relative optimizations of said optimal designs;wherein said submodels include a machinery life cycle cost submodel, a technical integration risk submodel, and a system architecture design synthesis submodel;wherein said modeling of said technology and said requirements includes formulating at least one integrative diagram illustrative of said machinery life cycle cost submodel, said technical integration risk submodel, and said system architecture design synthesis submodel;wherein said establishing of said submodels includes formulating at least one integrative diagram illustrative of said submodels and said model; andwherein said performing of said sensitivity analysis and said trade space exploration includes constructing at least one design of experiments.","The present invention represents a unique methodology for evaluating subsystem technology in a system-of-subsystems environment. According to typical inventive practice, the technology to be evaluated and the requirements for effecting the technology are defined, the requirements relating to both a subsystem encompassing the technology and a system overarching the subsystem. The technology and the requirements are modeled, the modeling including establishing plural submodels of the subsystem wherein the submodels are considered as characterized by plural linkages between them and as constituting a model of the overarching system. Sensitivity analysis and trade space exploration are performed, the performance including determination of plural design variables of the submodels, plural relationships between the design variables, and respective sensitivities of response variables to the design variables. Optimal designs of the technology are found, the finding including comparing relative optimizations of the optimal designs. Some inventive embodiments are iterative in furtherance of design optimization."
81,8265809,AAA,Autonomous underwater vehicle with current monitoring,"1. An apparatus comprising: a sealed hull having at least first and second electrodes;a propulsion unit for moving the hull through a conductive liquid while the hull is submerged under a surface of the conductive liquid; anda control system coupled to the electrodes and configured to monitor voltages at the electrodes, wherein the voltages are the result of the motion of the conductive liquid with respect to the magnetic field of the Earth;control the propulsion unit such that the electrodes are moved along a reciprocating course during voltage monitoring, wherein the reciprocating course includes at least a one hundred eighty degree change in horizontal heading and a plurality of depths in the conductive liquid; andwirelessly transmit signals representative of the motion of the conductive liquid, relative to a frame of reference that is fixed with respect to the surface of the Earth, within which the hull resides to a location remote from the hull while the hull is on the surface of the conductive liquid, wherein the control system is further configured to remove from the signals portions representative of the voltage generated by motion of the apparatus with respect to the magnetic field of the Earth and the voltage of the electrodes in a conductive liquid.","The present invention relates to an autonomous underwater vehicle (“AUV”) for monitoring underwater fluid currents by detecting electrical currents induced by the flow of a conductive liquid through the Earth's magnetic field. More particularly, the present invention relates to the gathering of data related to underwater fluid currents and the control of AUV motion during data gathering."
82,8375782,AAB,"Model hull testing method, platform, and system","1. A method for open-water testing of a model hull, comprising: providing a powered watercraft having a hull-supporting structure that functions as means for supporting the model hull so that the model hull floats in a body of water in a position outboard of the powered watercraft as the powered watercraft moves the model hull through the body of water;supporting the model hull on the powered watercraft with the hull-supporting structure;propelling the powered watercraft through the body of water; andacquiring data about performance of the model hull as the powered watercraft and the model hull move together through the body of water;thereby to acquire and record data about the performance of the model hull.","A model hull testing method, platform, and system are disclosed that acquire model hull performance data about one or more hulls in an open-water environment, preferably testing two hulls simultaneously as they encounter essentially the same sea state. Avoiding tow-tank testing by providing a powered watercraft as an open-water testing platform, the method proceeds by supporting the model hulls on the testing platform, so they float in outboard positions, and then by acquiring data about hull performance as the testing platform and model hulls move together through an open body of water. A complement of data acquisition components acquires digital and analog data about the testing environment and model hull performance, preferably including platform motion, time and location information, wave characteristics, apparent wind speed and direction, and model hull drag and motion, with all data being recorded on an onboard laptop computer for later processing and analysis. A trimaran powered watercraft configuration and preferred data-acquisition components and techniques are also disclosed."
83,8381584,AAB,"Model hull testing method, platform, and system","1. A platform for open-water testing of model hulls, comprising: a powered watercraft;model-hull-supporting means on the powered watercraft for supporting at least one model hull on the powered watercraft so that the model hull floats in a body of water in a position outboard of the powered watercraft as the powered watercraft drives the model hull through the body of water; andtesting-environment data acquisition means for acquiring data about platform motion, wave characteristics, and wind speed and direction as the powered watercraft moves with the model hull through the body of water.","A model hull testing method, platform, and system are disclosed that acquire model hull performance data about one or more hulls in an open-water environment, preferably testing two hulls simultaneously as they encounter essentially the same sea state. Avoiding tow-tank testing by providing a powered watercraft as an open-water testing platform, the method proceeds by supporting the model hulls on the testing platform, so they float in outboard positions, and then by acquiring data about hull performance as the testing platform and model hulls move together through an open body of water. A complement of data acquisition components acquires digital and analog data about the testing environment and model hull performance, preferably including platform motion, time and location information, wave characteristics, apparent wind speed and direction, and model hull drag and motion, with all data being recorded on an onboard laptop computer for later processing and analysis. A trimaran powered watercraft configuration and preferred data-acquisition components and techniques are also disclosed."
84,8475221,AAA,Watercraft speed control device,"1. A system for controlling the velocity of a watercraft having an engine for propulsion, said system comprising: an inertia measurement device capable of obtaining a measurement of the acceleration of said watercraft;a control input device capable of accepting an input of a predetermined desired velocity of said watercraft and a predetermined desired acceleration of said watercraft; anda control module comprising an engine speed algorithm capable of creating a first engine speed output correction from said predetermined desired velocity, said predetermined desired acceleration, and said acceleration measurement; and said first engine speed output correction being capable of causing said watercraft to be propelled at substantially said predetermined velocity.","An automatic speed control system that provides desired watercraft velocity over land. The coupled algorithms correct engine speed and torque using inertia based measurements, GPS, and tachometer measurements, and the corrections are augmented and enhanced by velocity/speed and torque/speed relationships that are dynamically and adaptively programmed with real-time data collected during replicated operations of the watercraft in specified conditions."
85,8490566,AAA,Method for tendering at sea with a pivotable walkway and dynamic positioning system,"1. A method for offloading a liquefied natural gas from a floating liquefaction vessel to a transport vessel for storage and transport to another location, the method comprising: a. using a connecting device connected to the floating liquefaction vessel to attach the transport vessel to the floating liquefaction vessel by: (i) using at least one ram connected between the floating liquefaction vessel and a telescoping walkway of the connecting device to move the telescoping walkway from a vertical transport position relative to a sea level to a horizontal deployed position relative to the sea level, wherein the telescoping walkway comprises an inner walkway slidably engaged within an outer walkway;(ii) connecting the telescoping walkway to a variety of bow configurations of transport vessels by securing a portion of the inner walkway to a portion of the transport vessel; and(iii) holding the transport vessel apart from the floating liquefaction vessel at a nominal distance, wherein the inner walkway extends and retracts from the outer walkway to accommodate wave action, wind effects, transport vessel dynamics, pitch, yaw, roll, surge, sway, and heave producing forces on the transport vessel and the floating liquefaction vessel;b. transferring the liquefied natural gas from the floating liquefaction vessel to the transport vessel using an offload flexible conduit on the floating liquefaction vessel in fluid communication with a walkway offload flexible conduit on the telescoping walkway;c. transferring personnel and equipment within an enclosed walkway formed in the telescoping walkway between the floating liquefaction vessel and the transport vessel;d. returning hydrocarbon vapor from the transport vessel to the floating liquefaction vessel using a walkway vapor return flexible conduit connected to the telescoping walkway and in communication with a vapor return flexible conduit on the floating liquefaction vessel, wherein the hydrocarbon vapor is formed during offloading of the liquefied natural gas from the floating liquefaction vessel to the transport vessel;e. using a transport vessel controller of the transport vessel to continuously monitor a member of the group consisting of: receipt of the liquefied natural gas, storage of the liquefied natural gas in the storage tanks, offloading of the liquefied natural gas from the storage tanks, and combination thereof; andf. dynamically positioning the transport vessel in proximity to the floating liquefaction vessel using computer instructions in the transport vessel controller and a member of the group consisting of: (i) motions measured by a motion sensor on the connecting device or the transport vessel;(ii) a fan beam laser-based positioning system on the connecting device or the transport vessel;(iii) a dynamic global positioning system on the transport vessel; and(iv) combinations thereof.","A method for offloading a liquefied natural gas from a floating liquefaction vessel to a transport vessel for storage and transport, wherein the method can include using a connecting device to attach and hold the transport vessel to the floating liquefaction vessel, and using a ram to move a telescoping walkway of the connecting device from a transport position to a deployed position. The method can include connecting the telescoping walkway to a variety of bow configurations of transport vessels by securing an inner walkway to the transport vessel. The inner walkway can extend and retract from an outer walkway to accommodate for motions. The method can include transferring the liquefied natural gas to the transport vessel. The method can include monitoring receipt, storage, and offloading of the liquefied natural gas and dynamically positioning the transport vessel in proximity to the floating liquefaction vessel."
86,8583300,AAA,Automatic stabilizing unit for watercrafts,"1. An automatic stabilization unit for watercraft comprising: an electronic regulator that executes a closed loop control process that stabilizes a water attitude of the watercraft during movement of the watercraft, while moving straight ahead and turning, as a function of movement-situation-dependent rotation rates({dot over (κ)},{dot over (φ)},{dot over (ψ)}) and longitudinal accelerations and/or lateral accelerations and/or vertical accelerations (αxM, αyM, αzM) measured by sensors including a yaw rate sensor, using lateral actuating devices of the watercraft, anda helmsman demand detection unit that is connected to the sensors of the watercraft in order to identify a movement situation of moving straight or turning based on a signal of the yaw rate sensor,wherein the closed-loop control process being executed by the electronic regulator depends on the movement situation identified, such that: when the movement situation of the watercraft is identified as moving straight ahead in response to the signal from the yaw rate sensor being within a tolerance band, the lateral actuating device is actuated to reduce a roll angle of the watercraft, andwhen the movement situation of the watercraft is identified as turning in response to the signal from the yaw rate sensor being outside the tolerance band, the lateral actuating device is actuated to control the roll angle of the watercraft to reduce lateral force on the watercraft.","An automatic stabilization unit for watercraft such as boats, yachts and the like. In order to ensure stabilization of the watercraft with a high level of movement comfort at the same time over the entire speed range and in all water conditions, an electronic regulator is provided which stabilizes the water attitude of the watercraft during movement, while moving straight ahead and turning, as a function of the movement-situation-dependent rotation rates and longitudinal accelerations and/or lateral accelerations and/or vertical accelerations, using the actuating elements which are normally available in the watercraft, thus preventing or reducing to a minimum any stress on, damage to or danger to the boat, its occupants and the surrounding are thereof."
87,8600663,AAA,Sail assist device,"1. A sail assist device comprising: a wind direction sensor for measuring a wind direction;a ship position acquiring module for acquiring a latitude and a longitude of the ship; anda display module for first calculating a current layline of the ship relative to a target position of the ship during sailing of the ship based on the latitude and longitude of the ship, a latitude and a longitude of the target position of the ship, and the wind direction, with the target position being a reference, andfirst displaying a target mark indicating the target, a ship mark indicating the ship, and the current layline relative to the target mark;second calculating an updated layline during sailing of the ship; andsecond displaying the updated layline relative to the target mark during sailing of the ship.","This disclosure provides a sail assist device, which includes a wind direction sensor for measuring a wind direction, a ship position acquiring module for acquiring a latitude and a longitude of the ship, and a display module for calculating a layline based on the latitude and longitude of the ship, a latitude and a longitude of a target position of the ship, and the wind direction, with the target position being a reference, and displaying a target mark indicating the target, a ship mark indicating the ship, and the layline."
88,8767509,AAA,Method and device for measuring a contour of the ground,"1. A method for measuring a contour of the ground (6) by means of a transmitting arrangement (20) attached to a watercraft (2) for the targeted emission of sound signals into an underwater area (8) and by means of a receiving arrangement (28) attached to said watercraft (2), having at least two transducers for receiving the sound waves reflected by the profile of the ground (6) inside the underwater area (8), from which the transducers each generate a received signal (70;72), which is sampled, digitised and stored (42) at predefined sampling times, said method comprisingP1P2P3P4PN φN rN successively emitting a sound signal (40) into the underwater area (8) by means of the transmitting arrangement (20), with a plurality of N soundings from predefined positions (P1, P2, P3, P4, . . . , PN) with aspect angles (φN) and distances (rN) from the contour of the ground (6) that are different from one another and receiving its components (42) of the N soundings reflected by the contour of the ground (6) by means of the receiving arrangement (28),determining for a plurality of the sampling times and for the N soundings from the received signals (70; 72) both a phase difference (44) and the path differences (46) of the received sound waves resulting therefrom between two transducers of the receiving arrangement (28)determining for these sampling times and for the N soundings associated with the path differences, angles of incidence (48) and respective incidence coordinates derived therefrom (50),determining, for these sampling times and for the N soundings at the incidence coordinates, a data density in a predefined region containing the respective incidence coordinate (56), wherein said data density represents a measure of the number of data points collected within this region,selecting, by means of a maximum detector (86), the particular region in which the data density becomes a maximum and using the incidence coordinate associated with this region (60) to determine the contour of the ground (6).","A method for measuring a contour of the ground by means of a transmitting arrangement for the directed emission of sound signals and by means of a receiving arrangement including at least two transducers for receiving the sound signals reflected from the contour of the ground. Sound signals are emitted consecutively using a plurality of N soundings from predetermined positions P1, P2, P3, P4, . . . , PN having different aspect angles φN in relation to and distances rN from the contour of the ground. A phase difference, the path differences resulting therefrom, the corresponding angles of incidence, and the coordinates of incidence are ascertained from the receive signals of the transducers for a plurality of sampling times and for the N soundings. Afterwards, the data density is ascertained within a predefined range containing the coordinate of incidence. The range which has the maximum data density is selected, and the coordinate of incidence (x, y, z) corresponding to the range is used for ascertaining the contour of the ground."
